sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.27895619313619247,15,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.25170845316887736,16,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2502286346003064,17,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.22631268649233383,18,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19752268913730242,19,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.23690039255311068,20,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.26120417863542134,21,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2723890590394612,22,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.27404078015018984,23,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.26179722329342214,24,2.181818182,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16170938533938206,1,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14398020851729698,2,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.279106798836358,3,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.25458604782059935,4,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.22656346707323582,5,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17026208759795014,6,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19113219057002384,7,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1796109776548116,8,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19027855815186967,9,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17877988455161642,10,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2118097638427584,11,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.22236779414634955,12,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2403543150776195,13,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.23595394668650926,14,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20451541047805422,15,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18468822894161618,16,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1573008466152277,17,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15780362061067466,18,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.126555630695517,19,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10768096399445781,20,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09775996687701827,21,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09848850287083544,22,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09024840659609235,23,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0657878123067025,24,2.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02557259373598375,0,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0676418539804321,1,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06834584446724368,2,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0793932835066159,3,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0997280204337877,4,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10546793498823404,5,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.13033062275990814,6,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.155023040387947,7,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.20414052915654646,8,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.22534756027350056,9,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.2559788343353955,10,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.25346548437934646,11,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.25875339735355807,12,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.290126668768418,13,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.2799345581403013,14,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.33002887396358394,15,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.2955167879386167,16,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.3279020142325776,17,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.338412969240801,18,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.3226061603996466,19,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.36091103804270785,20,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.32489156239376915,21,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.3167929718880639,22,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.3588209776211909,23,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.4624039168536124,24,2.818181818,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02557259373598375,0,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19924869785961374,1,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20817970140192144,2,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.26166571410362627,3,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.21421280222000638,4,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17755780513420027,5,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.13670796753316317,6,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1598883063661951,7,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17603081220140782,8,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20540342364122055,9,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.21279356257527893,10,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.22541249006843322,11,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2329386519912312,12,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.24396685992886236,13,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.25525292905057084,14,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2317538447258446,15,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.22273772982594808,16,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18130295016328968,17,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1641708941125879,18,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1699592492448776,19,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18132904416378037,20,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17748307163618238,21,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.16374858578087503,22,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14215555116973355,23,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1498014029217546,24,2.80952381,9,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.02557259373598375,0,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09586698871048505,1,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.12229447794506643,2,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1563899230854534,3,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13340058393069243,4,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10982335092676465,5,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09622627899885816,6,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0983255402897747,7,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11140939973406327,8,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10828294874394007,9,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10106902711111465,10,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09087592224882723,11,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09234446612951863,12,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09852995294093858,13,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09398234535332517,14,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10341835166279556,15,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0969327980168746,16,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10958906291760584,17,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1303898125167925,18,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13450370150448254,19,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.15845581427840416,20,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.14268441845167468,21,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1178760382605063,22,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1037162382561172,23,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1581430903142481,24,3.9,8,9,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13398965380094086,1,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1321616920614107,2,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.19085046513032244,3,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1692009296829977,4,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13576060553877334,5,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.11336926443485906,6,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13209238662004374,7,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13511663814477748,8,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13490971643279404,9,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.14466255414956153,10,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.17501115437582293,11,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.17972447927595336,12,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.22582844384401846,13,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.21052061924929866,14,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.20206210880372721,15,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.20939425271292178,16,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.21439233252776513,17,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.2561178624937266,18,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.24404536156293288,19,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.2963914992378517,20,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.3119771283227898,21,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.35139985956058717,22,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.354392987476292,23,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.33985187383985227,24,3.764705882,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.7255329720633483e-08,0,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07737307057069864,1,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.09930580209458062,2,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.16619175758772275,3,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.20794922902781643,4,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.22630589468001028,5,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2800797602171594,6,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.3497239439176292,7,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.37134405705656004,8,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.40248123727867935,9,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4294490702333237,10,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4519636330284751,11,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.47226933846598995,12,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.5025725128258065,13,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4796299552562352,14,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.5116846040609245,15,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4924283471564279,16,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.5028179587699206,17,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4724191869308999,18,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.44874648215209667,19,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4150955693403422,20,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.4141805855648155,21,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.41716867688062464,22,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.3318153066273858,23,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.2362425256616515,24,1.571428571,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.7255329720633483e-08,0,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1026765423963012,1,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.13935211596290686,2,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2719608151600805,3,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2953298043351965,4,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.28727419880029703,5,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.35599278911625876,6,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.41189907358595446,7,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.4541703193754103,8,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.46655314460636144,9,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.48768852500026927,10,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.49496228435160694,11,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.5215007084927642,12,1.0,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
