Unnamed: 0,List,Word,Same_sense,Sentence_1,Sentence_2,Sense_id_s1,Sense_id_s2,Gender_s1,Gender_s2,mean_relatedness,sd_relatedness,median_relatedness,count,sentence1,sentence2,same
11,1,cámara,Different Sense,Se trataba de la cámara gubernamental,Se trataba de la cámara digital,1,2,female,female,1.23529411764706,0.437237316097603,1.0,17,Se trataba de la cámara gubernamental.,Se trataba de la cámara digital.,Different Sense
12,1,cámara,Different Sense,Se trataba de la cámara gubernamental,Se trataba de la cámara principal,1,3,female,female,2.94117647058824,1.47777654921567,3.0,17,Se trataba de la cámara gubernamental.,Se trataba de la cámara principal.,Different Sense
13,1,cámara,Different Sense,Se trataba de la cámara senatorial,Se trataba de la cámara digital,1,2,female,female,1.47058823529412,1.12459142907677,1.0,17,Se trataba de la cámara senatorial.,Se trataba de la cámara digital.,Different Sense
14,1,cámara,Different Sense,Se trataba de la cámara senatorial,Se trataba de la cámara principal,1,3,female,female,3.05882352941176,1.56007164239716,3.0,17,Se trataba de la cámara senatorial.,Se trataba de la cámara principal.,Different Sense
15,1,campo,Same Sense,Era un campo competitivo,Era un campo biológico,1,1,male,male,2.64705882352941,1.57881191369445,2.0,17,Era un campo competitivo.,Era un campo biológico.,Same Sense
16,1,carrera,Different Sense,Fue una carrera académica,Fue una carrera benéfica,1,2,female,female,1.88235294117647,1.53632487373181,1.0,17,Fue una carrera académica.,Fue una carrera benéfica.,Different Sense
17,1,casco,Different Sense,Le gustó el casco de la ciclista,Le gustó el casco urbano,1,2,male,male,1.29411764705882,0.587867532097255,1.0,17,Le gustó el casco de la ciclista.,Le gustó el casco urbano.,Different Sense
18,1,casco,Same Sense,Le gustó el casco urbano,Le gustó el casco de la ciudad,2,2,male,male,4.11764705882353,1.53632487373181,5.0,17,Le gustó el casco urbano.,Le gustó el casco de la ciudad.,Same Sense
19,1,caudal,Different Sense,Era un caudal heredado,Era un caudal ecológico,1,2,male,male,2.58823529411765,1.73417211982446,2.0,17,Era un caudal heredado.,Era un caudal ecológico.,Different Sense
20,1,cinta,Different Sense,Usó la cinta decorativa,Usó la cinta quirúrgica,2,4,female,female,2.88235294117647,1.65387246111877,3.0,17,Usó la cinta decorativa.,Usó la cinta quirúrgica.,Different Sense
21,1,cinta,Different Sense,Usó la cinta pegante,Usó la cinta rosada,1,2,female,female,3.05882352941176,1.74894926439041,4.0,17,Usó la cinta pegante.,Usó la cinta rosada.,Different Sense
22,1,cinta,Same Sense,Usó la cinta adhesiva,Usó la cinta pegante,1,1,female,female,4.88235294117647,0.485071250072666,5.0,17,Usó la cinta adhesiva.,Usó la cinta pegante.,Same Sense
23,1,clase,Same Sense,Se trataba de una clase de geología,Se trataba de una clase aburrida,2,2,female,female,4.70588235294118,0.985184366143778,5.0,17,Se trataba de una clase de geología.,Se trataba de una clase aburrida.,Same Sense
24,1,clima,Different Sense,El clima estaba tenso,El clima estaba lluvioso,1,2,male,male,2.64705882352941,1.72992689406909,2.0,17,El clima estaba tenso.,El clima estaba lluvioso.,Different Sense
25,1,colonia,Different Sense,Era una colonia de hombre,Era una colonia rebelde,1,2,female,female,1.41176470588235,0.618346942400842,1.0,17,Era una colonia de hombre.,Era una colonia rebelde.,Different Sense
26,1,colonia,Different Sense,Era una colonia fragante,Era una colonia de hormigas,1,3,female,female,1.58823529411765,1.17573506419451,1.0,17,Era una colonia fragante.,Era una colonia de hormigas.,Different Sense
27,1,colonia,Same Sense,Era una colonia abandonada,Era una colonia rebelde,2,2,female,female,4.05882352941176,1.14403825522216,4.0,17,Era una colonia abandonada.,Era una colonia rebelde.,Same Sense
28,1,colonia,Same Sense,Era una colonia oprimida,Era una colonia rebelde,2,2,female,female,4.41176470588235,1.1213175023946,5.0,17,Era una colonia oprimida.,Era una colonia rebelde.,Same Sense
29,1,compañía,Same Sense,Le gustó la compañía teatral,Le gustó la compañía de actores,2,2,female,female,4.23529411764706,1.34765591698632,5.0,17,Le gustó la compañía teatral.,Le gustó la compañía de actores.,Same Sense
30,1,copa,Different Sense,Él vio la copa deportiva,Él vio la copa vacía,1,2,female,female,1.52941176470588,0.624264272846798,1.0,17,Él vio la copa deportiva.,Él vio la copa vacía.,Different Sense
31,1,corazón,Different Sense,Tenía el corazón angustiado,Tenía el corazón operado,1,2,male,male,3.76470588235294,1.39326109203847,4.0,17,Tenía el corazón angustiado.,Tenía el corazón operado.,Different Sense
32,1,cordón,Different Sense,Se trataba de un cordón biológico,Se trataba de un cordón inalámbrico,2,3,male,male,2.0,1.3228756555323,1.0,17,Se trataba de un cordón biológico.,Se trataba de un cordón inalámbrico.,Different Sense
33,1,cordón,Different Sense,Se trataba de un cordón de lona,Se trataba de un cordón inalámbrico,1,3,male,male,2.76470588235294,1.64048056086875,2.0,17,Se trataba de un cordón de lona.,Se trataba de un cordón inalámbrico.,Different Sense
34,1,corte,Different Sense,Le gustó la corte judicial,Le gustó el corte de pelo,2,3,female,male,1.17647058823529,0.392952623996688,1.0,17,Le gustó la corte judicial.,Le gustó el corte de pelo.,Different Sense
35,1,corte,Different Sense,Le gustó la corte suprema,Le gustó el corte asimétrico,2,3,female,male,1.17647058823529,0.392952623996688,1.0,17,Le gustó la corte suprema.,Le gustó el corte asimétrico.,Different Sense
36,1,corteza,Different Sense,Estaba en la corteza geológica,Estaba en la corteza del árbol,1,2,female,female,2.35294117647059,1.27186754767292,2.0,17,Estaba en la corteza geológica.,Estaba en la corteza del árbol.,Different Sense
37,1,corteza,Different Sense,Estaba en la corteza terrestre,Estaba en la corteza cerebral,1,3,female,female,2.29411764705882,1.35852428586835,2.0,17,Estaba en la corteza terrestre.,Estaba en la corteza cerebral.,Different Sense
38,1,corteza,Different Sense,Estaba en la corteza terrestre,Estaba en la corteza crocante,1,4,female,female,2.23529411764706,1.2514697241996,2.0,17,Estaba en la corteza terrestre.,Estaba en la corteza crocante.,Different Sense
39,1,corteza,Same Sense,Estaba en la corteza cerebral,Estaba en la corteza prefrontal,3,3,female,female,4.82352941176471,0.528594139870924,5.0,17,Estaba en la corteza cerebral.,Estaba en la corteza prefrontal.,Same Sense
40,1,cuadro,Different Sense,No le gustó el cuadro de síntomas,No le gustó el cuadro pintoresco,1,2,male,male,1.17647058823529,0.528594139870924,1.0,17,No le gustó el cuadro de síntomas.,No le gustó el cuadro pintoresco.,Different Sense
41,1,cubo,Different Sense,Le gustó el cubo tridimensional,Le gustó el cubo plástico,1,2,male,male,3.05882352941176,1.6759545129304,3.0,17,Le gustó el cubo tridimensional.,Le gustó el cubo plástico.,Different Sense
42,1,cuerdas,Different Sense,Tenía cuerdas de terreno,Tenía cuerdas vocales,2,3,female,female,1.41176470588235,0.618346942400842,1.0,17,Tenía cuerdas de terreno.,Tenía cuerdas vocales.,Different Sense
43,1,cuerdas,Different Sense,Tenía cuerdas forestadas,Tenía cuerdas inflamadas,2,3,female,female,1.82352941176471,0.951005659660279,2.0,17,Tenía cuerdas forestadas.,Tenía cuerdas inflamadas.,Different Sense
44,1,cuerdas,Different Sense,Tenía cuerdas sintéticas,Tenía cuerdas de terreno,1,2,female,female,2.35294117647059,1.36661884182223,2.0,17,Tenía cuerdas sintéticas.,Tenía cuerdas de terreno.,Different Sense
45,1,cuerdas,Different Sense,Tenía cuerdas sintéticas,Tenía cuerdas forestadas,1,2,female,female,3.11764705882353,1.26897364734145,3.0,17,Tenía cuerdas sintéticas.,Tenía cuerdas forestadas.,Different Sense
46,1,cuerdas,Same Sense,Tenía cuerdas de terreno,Tenía cuerdas forestadas,2,2,female,female,2.76470588235294,1.34765591698632,3.0,17,Tenía cuerdas de terreno.,Tenía cuerdas forestadas.,Same Sense
47,1,depresión,Different Sense,Se trataba de una depresión geológica,Se trataba de una depresión psicológica,1,2,female,female,1.47058823529412,0.799816155346303,1.0,17,Se trataba de una depresión geológica.,Se trataba de una depresión psicológica.,Different Sense
48,1,fibra,Different Sense,Carecía fibra moral,Carecía fibra dietética,1,2,female,female,2.17647058823529,1.23669388480168,2.0,17,Carecía fibra moral.,Carecía fibra dietética.,Different Sense
49,1,frente,Different Sense,Era un frente lluvioso,Era una frente arrugada,1,2,male,female,1.17647058823529,0.528594139870924,1.0,17,Era un frente lluvioso.,Era una frente arrugada.,Different Sense
50,1,función,Different Sense,Era una función biológica,Era una función lineal,1,2,female,female,2.0,0.935414346693485,2.0,17,Era una función biológica.,Era una función lineal.,Different Sense
51,1,hábito,Different Sense,Era un hábito irritante,Era un hábito de lona,1,2,male,male,1.23529411764706,0.437237316097603,1.0,17,Era un hábito irritante.,Era un hábito de lona.,Different Sense
52,1,lengua,Different Sense,Le gusta la lengua castellana,Le gusta la lengua marinada,1,2,female,female,1.23529411764706,0.562295714538387,1.0,17,Le gusta la lengua castellana.,Le gusta la lengua marinada.,Different Sense
53,1,lengua,Same Sense,Le gusta la lengua cocida,Le gusta la lengua marinada,2,2,female,female,4.35294117647059,1.36661884182223,5.0,17,Le gusta la lengua cocida.,Le gusta la lengua marinada.,Same Sense
54,1,mano,Different Sense,Tenía una mano dura,Tenía una mano lastimada,1,2,female,female,3.47058823529412,1.58578241961277,4.0,17,Tenía una mano dura.,Tenía una mano lastimada.,Different Sense
55,1,mano,Same Sense,Tenía una mano arrugada,Tenía una mano sudada,2,2,female,female,4.52941176470588,1.32842232831014,5.0,17,Tenía una mano arrugada.,Tenía una mano sudada.,Same Sense
56,1,nota,Different Sense,Era una nota aguda,Era una nota académica,1,2,female,female,1.52941176470588,1.06757008311068,1.0,17,Era una nota aguda.,Era una nota académica.,Different Sense
57,1,papa,Different Sense,Era una papa podrida,Era un papa jesuita,1,2,female,male,1.47058823529412,1.32842232831014,1.0,17,Era una papa podrida.,Era un papa jesuita.,Different Sense
58,1,pastor,Different Sense,Era un pastor evangélico,Era un pastor de ovejas,1,2,male,male,2.29411764705882,1.35852428586835,3.0,17,Era un pastor evangélico.,Era un pastor de ovejas.,Different Sense
59,1,periódico,Different Sense,Se trataba de un periódico global,Se trataba de un periódico plegado,1,2,male,male,3.64705882352941,1.36661884182223,4.0,17,Se trataba de un periódico global.,Se trataba de un periódico plegado.,Different Sense
60,1,periódico,Different Sense,Se trataba de un periódico local,Se trataba de un periódico estrujado,1,2,male,male,3.94117647058824,1.14403825522216,4.0,17,Se trataba de un periódico local.,Se trataba de un periódico estrujado.,Different Sense
61,1,pico,Different Sense,Dibujó el pico montuno,Dibujó el pico amarillo,1,2,male,male,2.47058823529412,1.2307338795828,3.0,17,Dibujó el pico montuno.,Dibujó el pico amarillo.,Different Sense
62,1,pico,Same Sense,Dibujó el pico del ave,Dibujó el pico amarillo,2,2,male,male,4.35294117647059,0.996316746232607,5.0,17,Dibujó el pico del ave.,Dibujó el pico amarillo.,Same Sense
63,1,pieza,Different Sense,Le gustó la pieza flamenca,Le gustó la pieza añadida,1,2,femael,female,2.47058823529412,1.50489397711365,2.0,17,Le gustó la pieza flamenca.,Le gustó la pieza añadida.,Different Sense
64,1,pieza,Same Sense,Le gustó la pieza abstracta,Le gustó la pieza contemporánea,3,3,female,female,4.64705882352941,0.996316746232607,5.0,17,Le gustó la pieza abstracta.,Le gustó la pieza contemporánea.,Same Sense
65,1,pista,Different Sense,Era una pista de baile,Era una pista falsa,1,2,female,female,1.11764705882353,0.332105582077536,1.0,17,Era una pista de baile.,Era una pista falsa.,Different Sense
66,1,pista,Same Sense,Era una pista clave,Era una pista falsa,2,2,female,female,4.58823529411765,0.939336436627724,5.0,17,Era una pista clave.,Era una pista falsa.,Same Sense
67,1,planta,Different Sense,Estaba en la planta baja,Estaba en la planta del pie,2,3,female,female,1.47058823529412,0.874474632195206,1.0,17,Estaba en la planta baja.,Estaba en la planta del pie.,Different Sense
68,1,planta,Same Sense,Estaba en la planta del pie,Estaba en la planta izquierda,3,3,female,female,2.17647058823529,1.50977209031889,1.0,17,Estaba en la planta del pie.,Estaba en la planta izquierda.,Same Sense
69,1,prima,Same Sense,Era una prima anual,Era una prima costosa,1,1,female,female,4.17647058823529,1.38000426256801,5.0,17,Era una prima anual.,Era una prima costosa.,Same Sense
70,1,pupila,Same Sense,Tenía una pupila estudiosa,Tenía una pupila aplicada,2,2,female,female,4.47058823529412,1.12459142907677,5.0,17,Tenía una pupila estudiosa.,Tenía una pupila aplicada.,Same Sense
71,1,químico,Different Sense,Era un químico negligente,Era un químico tóxico,1,2,male,male,2.29411764705882,1.40377641926844,2.0,17,Era un químico negligente.,Era un químico tóxico.,Different Sense
72,1,red,Different Sense,Era una red cibernética,Era una red de cuerda,1,2,female,female,1.70588235294118,0.985184366143778,1.0,17,Era una red cibernética.,Era una red de cuerda.,Different Sense
73,1,rosa,Same Sense,Era un rosa claro,Era un rosa tenue,2,2,male,male,4.64705882352941,0.996316746232607,5.0,17,Era un rosa claro.,Era un rosa tenue.,Same Sense
74,1,semilla,Same Sense,Era una semilla germinada,Era una semilla sembrada,2,2,female,female,4.76470588235294,0.664211164155071,5.0,17,Era una semilla germinada.,Era una semilla sembrada.,Same Sense
75,1,seno,Different Sense,Estaba en el seno familiar,Estaba en el seno izquiero,1,2,male,male,1.23529411764706,0.562295714538387,1.0,17,Estaba en el seno familiar.,Estaba en el seno izquiero.,Different Sense
76,1,seno,Different Sense,Estaba en el seno social,Estaba en el seno operado,1,2,male,male,1.41176470588235,0.712287119900726,1.0,17,Estaba en el seno social.,Estaba en el seno operado.,Different Sense
77,1,sierra,Different Sense,Era una sierra eléctrica,Era una sierra nevada,1,2,female,female,1.17647058823529,0.528594139870924,1.0,17,Era una sierra eléctrica.,Era una sierra nevada.,Different Sense
78,1,sostén,Different Sense,Era un sostén emocional,Era un sostén sedoso,1,2,male,male,1.58823529411765,0.939336436627724,1.0,17,Era un sostén emocional.,Era un sostén sedoso.,Different Sense
79,1,sueño,Different Sense,Él abandonó su sueño,Él tenía sueño,1,2,male,male,2.0,1.17260393995586,1.0,17,Él abandonó su sueño.,Él tenía sueño.,Different Sense
80,1,sueño,Same Sense,Él alcanzó su sueño,Él abandonó su sueño,1,1,male,male,4.76470588235294,0.970142500145332,5.0,17,Él alcanzó su sueño.,Él abandonó su sueño.,Same Sense
81,1,título,Different Sense,Le gustó el título halagador,Le gustó el título legal,1,3,male,male,2.47058823529412,1.46277335303626,3.0,17,Le gustó el título halagador.,Le gustó el título legal.,Different Sense
82,1,título,Same Sense,Le gustó el título legal,Le gustó el título propietario,3,3,male,male,4.0,1.11803398874989,4.0,17,Le gustó el título legal.,Le gustó el título propietario.,Same Sense
83,2,ala,Different Sense,Le gustó el ala sureste,Le gustó el ala de águila,1,2,female,female,1.18181818181818,0.603022689155527,1.0,11,Le gustó el ala sureste.,Le gustó el ala de águila.,Different Sense
84,2,algodón,Same Sense,Evaluó el algodón endulzado,Evaluó el algodón caramelizado,2,2,male,male,5.0,0.0,5.0,11,Evaluó el algodón endulzado.,Evaluó el algodón caramelizado.,Same Sense
85,2,arte,Same Sense,Se trataba del arte de mentir,Se trataba del arte de guerra,1,1,male,male,4.27272727272727,1.00904995821903,5.0,11,Se trataba del arte de mentir.,Se trataba del arte de guerra.,Same Sense
86,2,banco,Same Sense,Era un banco plástico,Era un banco cómodo,2,2,male,male,4.45454545454545,0.820199532264724,5.0,11,Era un banco plástico.,Era un banco cómodo.,Same Sense
87,2,baño,Different Sense,Disfrutó el baño caliente,Disfrutó el baño privado,1,2,male,male,3.63636363636364,1.36181696807811,4.0,11,Disfrutó el baño caliente.,Disfrutó el baño privado.,Different Sense
88,2,baño,Different Sense,Disfrutó el baño caliente,Disfrutó el baño remodelado,1,2,male,male,2.09090909090909,0.831209414593634,2.0,11,Disfrutó el baño caliente.,Disfrutó el baño remodelado.,Different Sense
89,2,baño,Same Sense,Disfrutó el baño caliente,Disfrutó el baño frío,1,1,male,male,4.45454545454545,1.29333958136573,5.0,11,Disfrutó el baño caliente.,Disfrutó el baño frío.,Same Sense
90,2,cadena,Different Sense,Era una cadena de oro,Era una cadena de reo,1,2,female,female,3.18181818181818,1.25045446283996,3.0,11,Era una cadena de oro.,Era una cadena de reo.,Different Sense
91,2,calle,Different Sense,Condujo en la calle marginal,Condujo en la calle resbalosa,1,2,female,female,4.27272727272727,1.1037127426019,5.0,11,Condujo en la calle marginal.,Condujo en la calle resbalosa.,Different Sense
92,2,calle,Different Sense,Condujo en la calle principal,Condujo en la calle resbalosa,1,2,female,female,4.72727272727273,0.646669790682863,5.0,11,Condujo en la calle principal.,Condujo en la calle resbalosa.,Different Sense
93,2,cámara,Different Sense,Se trataba de la cámara digital,Se trataba de la cámara remodelada,2,3,female,female,1.45454545454545,0.820199532264724,1.0,11,Se trataba de la cámara digital.,Se trataba de la cámara remodelada.,Different Sense
94,2,capital,Different Sense,Le gustó la capital holandesa,Le gustó el capital económico,1,2,female,male,1.09090909090909,0.301511344577764,1.0,11,Le gustó la capital holandesa.,Le gustó el capital económico.,Different Sense
95,2,carrera,Same Sense,Fue una carrera benéfica,Fue una carrera olímpica,2,2,female,female,4.0,1.48323969741913,5.0,11,Fue una carrera benéfica.,Fue una carrera olímpica.,Same Sense
96,2,cima,Different Sense,Estaba en la cima de la montaña,Estaba en la cima de la fama,1,2,female,female,2.63636363636364,1.5015143870591,2.0,11,Estaba en la cima de la montaña.,Estaba en la cima de la fama.,Different Sense
97,2,cinta,Different Sense,Usó la cinta adhesiva,Usó la cinta métrica,1,3,female,female,3.36363636363636,1.43336856898198,4.0,11,Usó la cinta adhesiva.,Usó la cinta métrica.,Different Sense
98,2,clase,Different Sense,Se trataba de una clase media,Se trataba de una clase aburrida,1,2,female,female,1.54545454545455,0.522232967867094,2.0,11,Se trataba de una clase media.,Se trataba de una clase aburrida.,Different Sense
99,2,clase,Different Sense,Se trataba de una clase social,Se trataba de una clase de geología,1,2,female,female,1.72727272727273,1.1908743922773,1.0,11,Se trataba de una clase social.,Se trataba de una clase de geología.,Different Sense
100,2,colonia,Different Sense,Era una colonia sutil,Era una colonia rebelde,1,2,female,female,1.72727272727273,1.1037127426019,1.0,11,Era una colonia sutil.,Era una colonia rebelde.,Different Sense
101,2,columna,Different Sense,Era una columna decorativa,Era una columna vertebral,1,2,female,female,1.45454545454545,0.687551650952329,1.0,11,Era una columna decorativa.,Era una columna vertebral.,Different Sense
102,2,compás,Different Sense,Él navegaba con el compás,Él cantaba al compás,1,2,male,male,1.45454545454545,0.934198732993827,1.0,11,Él navegaba con el compás.,Él cantaba al compás.,Different Sense
103,2,corazón,Different Sense,Tenía el corazón partido,Tenía el corazón operado,1,2,male,male,3.54545454545455,1.50755672288882,4.0,11,Tenía el corazón partido.,Tenía el corazón operado.,Different Sense
104,2,corteza,Different Sense,Estaba en la corteza geológica,Estaba en la corteza comestible,1,4,female,female,2.0,1.18321595661992,2.0,11,Estaba en la corteza geológica.,Estaba en la corteza comestible.,Different Sense
105,2,corteza,Different Sense,Estaba en la corteza geológica,Estaba en la corteza prefrontal,1,3,female,female,1.72727272727273,1.27207775634268,1.0,11,Estaba en la corteza geológica.,Estaba en la corteza prefrontal.,Different Sense
106,2,corteza,Different Sense,Estaba en la corteza prefrontal,Estaba en la corteza crocante,3,4,female,female,1.45454545454545,0.687551650952329,1.0,11,Estaba en la corteza prefrontal.,Estaba en la corteza crocante.,Different Sense
107,2,corteza,Same Sense,Estaba en la corteza del árbol,Estaba en la corteza del roble,2,2,female,female,4.63636363636364,0.924416277737175,5.0,11,Estaba en la corteza del árbol.,Estaba en la corteza del roble.,Same Sense
108,2,corteza,Same Sense,Estaba en la corteza terrestre,Estaba en la corteza geológica,1,1,female,female,4.72727272727273,0.904534033733291,5.0,11,Estaba en la corteza terrestre.,Estaba en la corteza geológica.,Same Sense
109,2,cuadro,Different Sense,No le gustó el cuadro diagnóstico,No le gustó el cuadro pintoresco,1,2,male,male,1.09090909090909,0.301511344577764,1.0,11,No le gustó el cuadro diagnóstico.,No le gustó el cuadro pintoresco.,Different Sense
110,2,cuerdas,Different Sense,Tenía cuerdas sintéticas,Tenía cuerdas vocales,1,3,female,female,1.81818181818182,1.16774841624228,2.0,11,Tenía cuerdas sintéticas.,Tenía cuerdas vocales.,Different Sense
111,2,cura,Different Sense,Era un cura compasivo,Era una cura efectiva,1,2,male,female,1.09090909090909,0.301511344577764,1.0,11,Era un cura compasivo.,Era una cura efectiva.,Different Sense
112,2,cura,Same Sense,Era una cura efectiva,Era una cura potente,2,2,female,female,4.36363636363636,1.43336856898198,5.0,11,Era una cura efectiva.,Era una cura potente.,Same Sense
113,2,depresión,Different Sense,Se trataba de una depresión geológica,Se trataba de una depresión mental,1,2,female,female,1.27272727272727,0.467099366496914,1.0,11,Se trataba de una depresión geológica.,Se trataba de una depresión mental.,Different Sense
114,2,depresión,Same Sense,Se trataba de una depresión geológica,Se trataba de una depresión terrestre,1,1,female,female,4.45454545454545,1.21355975243384,5.0,11,Se trataba de una depresión geológica.,Se trataba de una depresión terrestre.,Same Sense
115,2,fibra,Different Sense,Carecía fibra dietética,Carecía fibra muscular,2,3,female,female,1.81818181818182,0.981649817214043,2.0,11,Carecía fibra dietética.,Carecía fibra muscular.,Different Sense
116,2,fibra,Different Sense,Carecía fibra moral,Carecía fibra nutritiva,1,2,female,female,1.63636363636364,0.80903983495589,1.0,11,Carecía fibra moral.,Carecía fibra nutritiva.,Different Sense
117,2,frase,Different Sense,Le gustó la frase musical,Le gustó la frase poética,1,2,female,female,4.27272727272727,1.00904995821903,5.0,11,Le gustó la frase musical.,Le gustó la frase poética.,Different Sense
118,2,función,Different Sense,Era una función biológica,Era una función matemática,1,2,female,female,2.27272727272727,1.34839972492648,2.0,11,Era una función biológica.,Era una función matemática.,Different Sense
119,2,gato,Different Sense,Compró el gato para el niño,Compró el gato para el auto,1,2,male,male,1.09090909090909,0.301511344577764,1.0,11,Compró el gato para el niño.,Compró el gato para el auto.,Different Sense
120,2,hábito,Different Sense,Era un hábito irritante,Era un hábito de monje,1,2,male,male,1.72727272727273,1.42062726222673,1.0,11,Era un hábito irritante.,Era un hábito de monje.,Different Sense
121,2,hábito,Different Sense,Era un hábito rutinario,Era un hábito de lona,1,2,male,male,1.36363636363636,0.674199862463242,1.0,11,Era un hábito rutinario.,Era un hábito de lona.,Different Sense
122,2,lengua,Different Sense,Le gusta la lengua castellana,Le gusta la lengua cocida,1,2,female,female,1.27272727272727,0.646669790682863,1.0,11,Le gusta la lengua castellana.,Le gusta la lengua cocida.,Different Sense
123,2,mano,Same Sense,Tenía una mano de hierro,Tenía una mano dura,1,1,female,female,3.72727272727273,1.34839972492648,4.0,11,Tenía una mano de hierro.,Tenía una mano dura.,Same Sense
124,2,mano,Same Sense,Tenía una mano lastimada,Tenía una mano sudada,2,2,female,female,4.81818181818182,0.603022689155527,5.0,11,Tenía una mano lastimada.,Tenía una mano sudada.,Same Sense
125,2,muñeca,Different Sense,Tenía una muñeca fracturada,Tenía una muñeca plástica,1,2,female,female,1.18181818181818,0.404519917477945,1.0,11,Tenía una muñeca fracturada.,Tenía una muñeca plástica.,Different Sense
126,2,naranja,Different Sense,Era una naranja jugosa,Era un naranja brillante,1,2,female,male,3.36363636363636,1.68954001270922,3.0,11,Era una naranja jugosa.,Era un naranja brillante.,Different Sense
127,2,nota,Same Sense,Era una nota desafinada,Era una nota aguda,1,1,female,female,4.90909090909091,0.301511344577764,5.0,11,Era una nota desafinada.,Era una nota aguda.,Same Sense
128,2,ola,Different Sense,Se trataba de una ola marítima,Se trataba de una ola criminal,1,2,female,female,1.54545454545455,1.21355975243384,1.0,11,Se trataba de una ola marítima.,Se trataba de una ola criminal.,Different Sense
129,2,ola,Different Sense,Se trataba de una ola navegable,Se trataba de una ola criminal,1,2,female,female,1.18181818181818,0.404519917477945,1.0,11,Se trataba de una ola navegable.,Se trataba de una ola criminal.,Different Sense
130,2,orden,Different Sense,Es una orden ejecutiva,Es una orden católica,1,2,female,female,2.0,1.4142135623731,1.0,11,Es una orden ejecutiva.,Es una orden católica.,Different Sense
131,2,orden,Different Sense,Es una orden ejecutiva,Es una orden religiosa,1,2,female,female,2.18181818181818,1.53741222957161,2.0,11,Es una orden ejecutiva.,Es una orden religiosa.,Different Sense
132,2,palma,Different Sense,Estaba en la palma frondosa,Estaba en la palma derecha,1,2,female,female,1.27272727272727,0.646669790682863,1.0,11,Estaba en la palma frondosa.,Estaba en la palma derecha.,Different Sense
133,2,papa,Different Sense,Era una papa podrida,Era un papa conservador,1,2,female,male,1.0,0.0,1.0,11,Era una papa podrida.,Era un papa conservador.,Different Sense
134,2,pata,Different Sense,Ella vio la pata de la mesa,Ella vio la pata de la gata,1,2,female,female,2.18181818181818,1.25045446283996,2.0,11,Ella vio la pata de la mesa.,Ella vio la pata de la gata.,Different Sense
135,2,periódico,Different Sense,Se trataba de un periódico local,Se trataba de un periódico plegado,1,2,male,male,4.18181818181818,1.25045446283996,5.0,11,Se trataba de un periódico local.,Se trataba de un periódico plegado.,Different Sense
136,2,pieza,Different Sense,Le gustó la pieza flamenca,Le gustó la pieza alterada,1,2,femael,female,2.09090909090909,1.22102788293679,2.0,11,Le gustó la pieza flamenca.,Le gustó la pieza alterada.,Different Sense
137,2,planta,Different Sense,Estaba en la planta tropical,Estaba en la planta del pie,1,3,female,female,1.09090909090909,0.301511344577764,1.0,11,Estaba en la planta tropical.,Estaba en la planta del pie.,Different Sense
138,2,planta,Different Sense,Estaba en la planta venenosa,Estaba en la planta del pie,1,3,female,female,1.09090909090909,0.301511344577764,1.0,11,Estaba en la planta venenosa.,Estaba en la planta del pie.,Different Sense
